title,studio,domestic_gross,foreign_gross,year,title_lower,tconst,primary_title,original_title,start_year,runtime_minutes,genres,primary_title_lower,averagerating,numvotes
Hateship Loveship,IFC,54000.0,,2014,hateship loveship,tt2463512,Hateship Loveship,Hateship Loveship,2013,104.0,"Drama,Romance",hateship loveship,6.2,6091
"1,000 Times Good Night",FM,53900.0,,2014,"1,000 times good night",tt2353767,"1,000 Times Good Night",Tusen ganger god natt,2013,117.0,"Drama,War","1,000 times good night",7.1,6848
The Missing Picture,Strand,52200.0,,2014,the missing picture,tt2852470,The Missing Picture,L'image manquante,2013,92.0,Documentary,the missing picture,7.4,2804
Decoding Annie Parker,EOne,48400.0,,2014,decoding annie parker,tt1464191,Decoding Annie Parker,Decoding Annie Parker,2013,91.0,Drama,decoding annie parker,6.3,2785
Return to The Hiding Place,SEA,45400.0,,2014,return to the hiding place,tt1691153,Return to the Hiding Place,Return to the Hiding Place,2013,102.0,"Drama,History,Thriller",return to the hiding place,4.9,638
Policeman,Crnth,11300.0,27000,2014,policeman,tt1978447,Policeman,Ha-shoter,2011,105.0,Drama,policeman,6.2,766
White Bird in a Blizzard,Magn.,33800.0,,2014,white bird in a blizzard,tt2238050,White Bird in a Blizzard,White Bird in a Blizzard,2014,91.0,"Drama,Mystery,Thriller",white bird in a blizzard,6.4,25376
The Hero of Color City,Magn.,32200.0,,2014,the hero of color city,tt0498351,The Hero of Color City,The Hero of Color City,2014,77.0,"Animation,Family",the hero of color city,4.0,431
Bird People,IFC,32100.0,,2014,bird people,tt2368635,Bird People,Bird People,2014,127.0,"Drama,Fantasy,Romance",bird people,6.1,2742
Closed Curtain,Vari.,28100.0,,2014,closed curtain,tt2626926,Closed Curtain,Pardé,2013,106.0,Drama,closed curtain,6.6,981
Lilting,Strand,27100.0,,2014,lilting,tt2560102,Lilting,Lilting,2014,83.0,"Drama,Romance",lilting,7.2,5352
Adult World,IFC,25400.0,,2014,adult world,tt1067765,Adult World,Adult World,2013,97.0,"Comedy,Drama",adult world,6.2,15924
Guardian Angel,RME,19500.0,,2014,guardian angel,tt2992538,Guardian Angel,Guardian Angel,2014,86.0,"Action,Drama",guardian angel,7.7,43
Tasting Menu,Magn.,18700.0,,2014,tasting menu,tt1826753,Tasting Menu,Menú degustació,2013,85.0,Comedy,tasting menu,5.7,453
Two Night Stand,EOne,18600.0,,2014,two night stand,tt2140619,Two Night Stand,Two Night Stand,2014,86.0,"Comedy,Romance",two night stand,6.4,60510
Horses of God,KL,14800.0,,2014,horses of god,tt2369047,Horses of God,Les chevaux de Dieu,2012,115.0,Drama,horses of god,7.1,1487
13 Sins,RTWC,13800.0,,2014,13 sins,tt2059171,13 Sins,13 Sins,2014,93.0,"Horror,Thriller",13 sins,6.3,29550
Camp X-Ray,IFC,13300.0,,2014,camp x-ray,tt2994190,Camp X-Ray,Camp X-Ray,2014,117.0,"Drama,War",camp x-ray,6.9,36700
Special ID,WGUSA,12700.0,,2014,special id,tt2118775,Special ID,Te shu shen fen,2013,99.0,"Action,Crime",special id,5.6,3605
Wolves,KE,12100.0,,2014,wolves,tt1403241,Wolves,Wolves,2014,91.0,"Action,Fantasy,Horror",wolves,5.3,7312
Wolves,KE,12100.0,,2014,wolves,tt4623856,Wolves,Wolves,2016,109.0,"Drama,Sport",wolves,5.6,884
Falcon Rising,Free,11800.0,,2014,falcon rising,tt2295722,Falcon Rising,Falcon Rising,2014,103.0,"Action,Adventure",falcon rising,5.8,6955
You're Not You,EOne,11500.0,,2014,you're not you,tt1198156,You're Not You,You're Not You,2014,102.0,Drama,you're not you,7.4,22156
The Amazing Catfish,Strand,11300.0,,2014,the amazing catfish,tt2414046,The Amazing Catfish,Los insólitos peces gato,2013,89.0,"Comedy,Drama",the amazing catfish,7.0,1546
Stray Dogs,CGld,10400.0,,2014,stray dogs,tt3119416,Stray Dogs,Jiao you,2013,138.0,Drama,stray dogs,7.0,2019
Stray Dogs,CGld,10400.0,,2014,stray dogs,tt4008348,Stray Dogs,Deul-gae-deul,2014,99.0,Thriller,stray dogs,5.6,39
Canopy,Mont.,8500.0,,2014,canopy,tt2232578,Canopy,Canopy,2013,84.0,"Adventure,Drama,Thriller",canopy,4.9,919
Love is in the Air,FCW,8400.0,,2014,love is in the air,tt1969012,Love Is in the Air,Com'è bello far l'amore,2012,97.0,Comedy,love is in the air,5.3,769
Love is in the Air,FCW,8400.0,,2014,love is in the air,tt2298384,Love Is in the Air,Amour & turbulences,2013,96.0,"Comedy,Romance",love is in the air,6.3,4229
Rigor Mortis,WGUSA,7900.0,,2014,rigor mortis,tt2771800,Rigor Mortis,Geung see,2013,103.0,"Action,Horror",rigor mortis,6.3,5015
The Little Bedroom,CLS,7400.0,,2014,the little bedroom,tt1401669,The Little Bedroom,La petite chambre,2010,87.0,Drama,the little bedroom,6.9,184
Plot for Peace,,7100.0,,2014,plot for peace,tt2679680,Plot for Peace,Plot for Peace,2013,84.0,"Documentary,History,Thriller",plot for peace,6.7,128
Very Good Girls,WGUSA,6900.0,,2014,very good girls,tt1931602,Very Good Girls,Very Good Girls,2013,91.0,"Drama,Romance",very good girls,6.0,13422
Pioneer,Magn.,6900.0,,2014,pioneer,tt2369205,Pioneer,Pionér,2013,111.0,Thriller,pioneer,6.0,4448
Life of a King,MNE,6500.0,,2014,life of a king,tt2708254,Life of a King,Life of a King,2013,100.0,Drama,life of a king,6.9,5738
The Strange Little Cat,KS,5900.0,,2014,the strange little cat,tt2586000,The Strange Little Cat,Das merkwürdige Kätzchen,2013,72.0,"Comedy,Drama",the strange little cat,6.6,807
"2 Autumns, 3 Winters",FM,5800.0,,2014,"2 autumns, 3 winters",tt2871116,"2 Autumns, 3 Winters",2 automnes 3 hivers,2013,91.0,Comedy,"2 autumns, 3 winters",6.7,582
The Devil's Hand,RAtt.,5700.0,,2014,the devil's hand,tt2290739,The Devil's Hand,Where the Devil Hides,2014,86.0,"Horror,Thriller",the devil's hand,5.0,3339
Anna,VE,4300.0,,2014,anna,tt1715336,Anna,Anna,2013,99.0,"Drama,Mystery,Sci-Fi",anna,6.5,19733
Anna,VE,4300.0,,2014,anna,tt3673036,Anna,Anna,2015,96.0,Drama,anna,6.8,106
Anna,VE,4300.0,,2014,anna,tt3872918,Anna,Anna,2015,109.0,"Crime,Drama,Thriller",anna,5.6,88
Anna,VE,4300.0,,2014,anna,tt4898888,Anna,Per amor vostro,2015,110.0,Drama,anna,6.3,285
Anna,VE,4300.0,,2014,anna,tt6118134,Anna,Anna,2016,142.0,Biography,anna,5.0,37
Anna,VE,4300.0,,2014,anna,tt6427854,Anna,Anna,2017,97.0,Horror,anna,2.4,341
Open Windows,Cdgm.,1800.0,,2014,open windows,tt2409818,Open Windows,Open Windows,2014,100.0,"Crime,Horror,Thriller",open windows,5.2,12764
Mr. Pip,Free,1700.0,,2014,mr. pip,tt1485749,Mr. Pip,Mr. Pip,2012,116.0,"Drama,War",mr. pip,7.2,3361
Jurassic World,Uni.,652300000.0,"1,019.4",2015,jurassic world,tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",jurassic world,7.0,539338
Furious 7,Uni.,353000000.0,"1,163.0",2015,furious 7,tt2820852,Furious 7,Furious Seven,2015,137.0,"Action,Crime,Thriller",furious 7,7.2,335074
Avengers: Age of Ultron,BV,459000000.0,946400000,2015,avengers: age of ultron,tt2395427,Avengers: Age of Ultron,Avengers: Age of Ultron,2015,141.0,"Action,Adventure,Sci-Fi",avengers: age of ultron,7.3,665594
Minions,Uni.,336000000.0,823400000,2015,minions,tt2293640,Minions,Minions,2015,91.0,"Adventure,Animation,Comedy",minions,6.4,193917
Spectre,Sony,200100000.0,680600000,2015,spectre,tt2379713,Spectre,Spectre,2015,148.0,"Action,Adventure,Thriller",spectre,6.8,352504
Inside Out,BV,356500000.0,501100000,2015,inside out,tt1640486,Inside Out,Inside Out,2011,93.0,"Crime,Drama",inside out,4.6,1566
Inside Out,BV,356500000.0,501100000,2015,inside out,tt2071483,Inside Out,Inside Out,2011,59.0,Family,inside out,7.3,15
Inside Out,BV,356500000.0,501100000,2015,inside out,tt2096673,Inside Out,Inside Out,2015,95.0,"Adventure,Animation,Comedy",inside out,8.2,536181
Inside Out,BV,356500000.0,501100000,2015,inside out,tt2608638,Inside Out,Inside Out,2013,75.0,"Biography,Documentary,History",inside out,7.5,60
Mission: Impossible - Rogue Nation,Par.,195000000.0,487700000,2015,mission: impossible - rogue nation,tt2381249,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,2015,131.0,"Action,Adventure,Thriller",mission: impossible - rogue nation,7.4,311704
The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000,2015,the hunger games: mockingjay - part 2,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015,137.0,"Action,Adventure,Sci-Fi",the hunger games: mockingjay - part 2,6.6,252384
The Martian,Fox,228400000.0,401700000,2015,the martian,tt3659388,The Martian,The Martian,2015,144.0,"Adventure,Drama,Sci-Fi",the martian,8.0,680116
Fifty Shades of Grey,Uni.,166200000.0,404800000,2015,fifty shades of grey,tt2322441,Fifty Shades of Grey,Fifty Shades of Grey,2015,125.0,"Drama,Romance,Thriller",fifty shades of grey,4.1,279126
The Revenant,Fox,183600000.0,349300000,2015,the revenant,tt1663202,The Revenant,The Revenant,2015,156.0,"Action,Adventure,Biography",the revenant,8.0,621193
The Revenant,Fox,183600000.0,349300000,2015,the revenant,tt3300078,The Revenant,The Revenant,2012,80.0,Horror,the revenant,6.0,20
Ant-Man,BV,180200000.0,339100000,2015,ant-man,tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy",ant-man,7.3,501213
Hotel Transylvania 2,Sony,169700000.0,305100000,2015,hotel transylvania 2,tt2510894,Hotel Transylvania 2,Hotel Transylvania 2,2015,89.0,"Animation,Comedy,Family",hotel transylvania 2,6.7,92905
San Andreas,WB (NL),155200000.0,318800000,2015,san andreas,tt2126355,San Andreas,San Andreas,2015,114.0,"Action,Adventure,Drama",san andreas,6.1,192750
Kingsman: The Secret Service,Fox,128300000.0,286100000,2015,kingsman: the secret service,tt2802144,Kingsman: The Secret Service,Kingsman: The Secret Service,2014,129.0,"Action,Adventure,Comedy",kingsman: the secret service,7.7,544510
Mad Max: Fury Road,WB,153600000.0,224800000,2015,mad max: fury road,tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,2015,120.0,"Action,Adventure,Sci-Fi",mad max: fury road,8.1,780910
The Good Dinosaur,BV,123100000.0,209100000,2015,the good dinosaur,tt1979388,The Good Dinosaur,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy",the good dinosaur,6.7,91465
Taken 3,Fox,89300000.0,237200000,2015,taken 3,tt2446042,Taken 3,Taken 3,2014,108.0,"Action,Thriller",taken 3,6.0,165072
The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000,2015,the spongebob movie: sponge out of water,tt2279373,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,2015,92.0,"Adventure,Animation,Comedy",the spongebob movie: sponge out of water,6.0,43560
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000,2015,maze runner: the scorch trials,tt4046784,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,2015,131.0,"Action,Sci-Fi,Thriller",maze runner: the scorch trials,6.3,201143
Pitch Perfect 2,Uni.,184300000.0,103200000,2015,pitch perfect 2,tt2848292,Pitch Perfect 2,Pitch Perfect 2,2015,115.0,"Comedy,Music",pitch perfect 2,6.4,130692
Paddington,W/Dim.,76300000.0,191800000,2015,paddington,tt1109624,Paddington,Paddington,2014,95.0,"Adventure,Comedy,Family",paddington,7.2,84679
Lost in Hong Kong,WGUSA,1300000.0,255000000,2015,lost in hong kong,tt4242158,Lost in Hong Kong,Gang jiong,2015,114.0,"Action,Adventure,Comedy",lost in hong kong,5.4,1281
The Peanuts Movie,Fox,130199999.0,116100000,2015,the peanuts movie,tt2452042,The Peanuts Movie,The Peanuts Movie,2015,88.0,"Adventure,Animation,Comedy",the peanuts movie,7.1,39149
Pixels,Sony,78700000.0,166100000,2015,pixels,tt1664775,Pixels,Piksele,2010,100.0,"Action,Comedy",pixels,4.6,54
Pixels,Sony,78700000.0,166100000,2015,pixels,tt2120120,Pixels,Pixels,2015,105.0,"Action,Comedy,Sci-Fi",pixels,5.6,119789
Daddy's Home,Par.,150400000.0,92400000,2015,daddy's home,tt1528854,Daddy's Home,Daddy's Home,2015,96.0,Comedy,daddy's home,6.2,96909
Daddy's Home,Par.,150400000.0,92400000,2015,daddy's home,tt1617630,Daddy's Home,Daddy's Home,2010,90.0,"Drama,Thriller",daddy's home,5.5,105
Spy,Fox,110800000.0,124800000,2015,spy,tt0372538,Spy,Spy,2011,110.0,"Action,Crime,Drama",spy,6.6,78
Spy,Fox,110800000.0,124800000,2015,spy,tt3079380,Spy,Spy,2015,119.0,"Action,Comedy,Crime",spy,7.0,213908
Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000,2015,alvin and the chipmunks: the road chip,tt2974918,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,2015,92.0,"Adventure,Animation,Comedy",alvin and the chipmunks: the road chip,5.1,14507
Goodbye Mr. Loser,CL,1300000.0,226800000,2015,goodbye mr. loser,tt5061814,Goodbye Mr. Loser,Xia Luo te fan nao,2015,104.0,Comedy,goodbye mr. loser,6.7,1777
Goodbye Mr. Loser,CL,1300000.0,226800000,2015,goodbye mr. loser,tt6651330,Goodbye Mr. Loser,Goodbye Mr. Loser,2017,105.0,Comedy,goodbye mr. loser,7.2,14
Ted 2,Uni.,81500000.0,135200000,2015,ted 2,tt2637276,Ted 2,Ted 2,2015,115.0,Comedy,ted 2,6.3,165843
Tomorrowland,BV,93400000.0,115700000,2015,tomorrowland,tt1964418,Tomorrowland,Tomorrowland,2015,130.0,"Action,Adventure,Family",tomorrowland,6.4,161343
Tomorrowland,BV,93400000.0,115700000,2015,tomorrowland,tt7728220,Tomorrowland,Tomorrowland,2017,70.0,Documentary,tomorrowland,6.3,7
Straight Outta Compton,Uni.,161200000.0,40400000,2015,straight outta compton,tt1398426,Straight Outta Compton,Straight Outta Compton,2015,147.0,"Biography,Drama,History",straight outta compton,7.9,165307
The Intern,WB,75800000.0,118800000,2015,the intern,tt1636456,The Intern,El pasante,2010,65.0,,the intern,5.5,22
The Intern,WB,75800000.0,118800000,2015,the intern,tt2361509,The Intern,The Intern,2015,121.0,"Comedy,Drama",the intern,7.1,191494
Jupiter Ascending,WB,47400000.0,136600000,2015,jupiter ascending,tt1617661,Jupiter Ascending,Jupiter Ascending,2015,127.0,"Action,Adventure,Sci-Fi",jupiter ascending,5.3,166327
Creed,WB (NL),109800000.0,63800000,2015,creed,tt1632705,Creed,Creed,2010,77.0,Horror,creed,6.6,12
Creed,WB (NL),109800000.0,63800000,2015,creed,tt3076658,Creed,Creed,2015,133.0,"Drama,Sport",creed,7.6,224671
Creed,WB (NL),109800000.0,63800000,2015,creed,tt4354930,Creed,Creed,2016,80.0,"Crime,Drama",creed,5.8,25
Fantastic Four,Fox,56100000.0,111900000,2015,fantastic four,tt1502712,Fantastic Four,Fantastic Four,2015,100.0,"Action,Adventure,Drama",fantastic four,4.3,140148
Bridge of Spies,BV,72300000.0,93200000,2015,bridge of spies,tt3682448,Bridge of Spies,Bridge of Spies,2015,142.0,"Drama,History,Thriller",bridge of spies,7.6,263004
The Hateful Eight,Wein.,54100000.0,101600000,2015,the hateful eight,tt3460252,The Hateful Eight,The Hateful Eight,2015,168.0,"Crime,Drama,Mystery",the hateful eight,7.8,434966
Goosebumps,Sony,80100000.0,70100000,2015,goosebumps,tt1051904,Goosebumps,Goosebumps,2015,103.0,"Adventure,Comedy,Family",goosebumps,6.3,72858
The Last Witch Hunter,LG/S,27400000.0,119600000,2015,the last witch hunter,tt1618442,The Last Witch Hunter,The Last Witch Hunter,2015,106.0,"Action,Adventure,Fantasy",the last witch hunter,6.0,86118
The Taking of Tiger Mountain,WGUSA,229000.0,141400000,2015,the taking of tiger mountain,tt3950078,The Taking of Tiger Mountain,Zhi qu wei hu shan,2014,141.0,"Action,Adventure,Biography",the taking of tiger mountain,6.5,2456
Trainwreck,Uni.,110200000.0,30600000,2015,trainwreck,tt3152624,Trainwreck,Trainwreck,2015,125.0,"Comedy,Drama,Romance",trainwreck,6.2,121860
Mr. Six,CL,1400000.0,137800000,2015,mr. six,tt4701702,Mr. Six,Lao pao er,2015,134.0,"Action,Drama",mr. six,7.1,2838
The Big Short,Par.,70300000.0,63200000,2015,the big short,tt1596363,The Big Short,The Big Short,2015,130.0,"Biography,Comedy,Drama",the big short,7.8,309227
Pan,WB,35100000.0,93300000,2015,pan,tt3332064,Pan,Pan,2015,111.0,"Adventure,Comedy,Family",pan,5.8,55867
Wolf Totem,Sony,211000.0,125600000,2015,wolf totem,tt2909116,Wolf Totem,Le dernier loup,2015,121.0,"Adventure,Drama",wolf totem,6.7,5039
Magic Mike XXL,WB,66000000.0,56500000,2015,magic mike xxl,tt2268016,Magic Mike XXL,Magic Mike XXL,2015,115.0,"Comedy,Drama,Music",magic mike xxl,5.6,48497
Dragon Blade,LGP,74100.0,121500000,2015,dragon blade,tt3672840,Dragon Blade,Tian jiang xiong shi,2015,127.0,"Action,Adventure,Drama",dragon blade,6.0,16672
Seventh Son,Uni.,17200000.0,97000000,2015,seventh son,tt1121096,Seventh Son,Seventh Son,2014,102.0,"Action,Adventure,Fantasy",seventh son,5.5,66565
Get Hard,WB,90400000.0,21400000,2015,get hard,tt2561572,Get Hard,Get Hard,2015,100.0,"Comedy,Crime",get hard,6.0,111187
The Man From U.N.C.L.E.,WB,45400000.0,64400000,2015,the man from u.n.c.l.e.,tt1638355,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,2015,116.0,"Action,Adventure,Comedy",the man from u.n.c.l.e.,7.3,240606
Paul Blart: Mall Cop 2,Sony,71000000.0,36600000,2015,paul blart: mall cop 2,tt3450650,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime",paul blart: mall cop 2,4.4,30828
Shaun the Sheep Movie,LGF,19400000.0,86800000,2015,shaun the sheep movie,tt2872750,Shaun the Sheep Movie,Shaun the Sheep Movie,2015,85.0,"Adventure,Animation,Comedy",shaun the sheep movie,7.4,32935
Sisters,Uni.,87000000.0,18000000,2015,sisters,tt1850457,Sisters,Sisters,2015,118.0,Comedy,sisters,6.0,58994
Sisters,Uni.,87000000.0,18000000,2015,sisters,tt2612800,Sisters,Schwestern,2013,84.0,Drama,sisters,5.7,37
Sisters,Uni.,87000000.0,18000000,2015,sisters,tt9851050,Sisters,Sisters,2019,,"Action,Drama",sisters,4.7,14
Vacation,WB (NL),58900000.0,46000000,2015,vacation,tt1524930,Vacation,Vacation,2015,99.0,"Adventure,Comedy",vacation,6.1,87582
Chappie,Sony,31600000.0,70500000,2015,chappie,tt1823672,Chappie,Chappie,2015,120.0,"Action,Crime,Drama",chappie,6.8,213733
Joy,Fox,56500000.0,44700000,2015,joy,tt1465490,Joy,Joy,2010,75.0,Drama,joy,6.1,233
Joy,Fox,56500000.0,44700000,2015,joy,tt2446980,Joy,Joy,2015,124.0,Drama,joy,6.6,118086
Joy,Fox,56500000.0,44700000,2015,joy,tt2495188,Joy,Hara,2012,80.0,,joy,5.8,28
Joy,Fox,56500000.0,44700000,2015,joy,tt6180144,Joy,Joy,2016,80.0,Drama,joy,7.1,34
Joy,Fox,56500000.0,44700000,2015,joy,tt8917752,Joy,Joy,2018,99.0,Drama,joy,6.5,430
Black Mass,WB,62600000.0,37200000,2015,black mass,tt1355683,Black Mass,Black Mass,2015,123.0,"Biography,Crime,Drama",black mass,6.9,155847
The Visit,Uni.,65200000.0,33200000,2015,the visit,tt1605776,The Visit,The Visit,2010,90.0,"Comedy,Drama,Romance",the visit,8.3,7
The Visit,Uni.,65200000.0,33200000,2015,the visit,tt3567288,The Visit,The Visit,2015,94.0,"Horror,Mystery,Thriller",the visit,6.2,102459
Spotlight,ORF,45100000.0,53200000,2015,spotlight,tt1895587,Spotlight,Spotlight,2015,129.0,"Crime,Drama",spotlight,8.1,365110
Spotlight,ORF,45100000.0,53200000,2015,spotlight,tt7785302,Spotlight,Spotlight,2015,99.0,Drama,spotlight,8.0,12
In the Heart of the Sea,WB,25000000.0,68900000,2015,in the heart of the sea,tt1390411,In the Heart of the Sea,In the Heart of the Sea,2015,122.0,"Action,Adventure,Biography",in the heart of the sea,6.9,108628
Southpaw,Wein.,52400000.0,39500000,2015,southpaw,tt1798684,Southpaw,Southpaw,2015,124.0,"Drama,Sport",southpaw,7.4,199783
The Second Best Exotic Marigold Hotel,FoxS,33100000.0,52900000,2015,the second best exotic marigold hotel,tt2555736,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,2015,122.0,"Comedy,Drama",the second best exotic marigold hotel,6.6,28931
Paper Towns,Fox,32000000.0,53500000,2015,paper towns,tt3622592,Paper Towns,Paper Towns,2015,109.0,"Comedy,Drama,Mystery",paper towns,6.3,87742
Sicario,LGF,46900000.0,38000000,2015,sicario,tt3397884,Sicario,Sicario,2015,121.0,"Action,Crime,Drama",sicario,7.6,328548
Hitman: Agent 47,Fox,22500000.0,59900000,2015,hitman: agent 47,tt2679042,Hitman: Agent 47,Hitman: Agent 47,2015,96.0,"Action,Adventure,Crime",hitman: agent 47,5.7,80510
The Wedding Ringer,SGem,64500000.0,15300000,2015,the wedding ringer,tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,Comedy,the wedding ringer,6.7,66893
Paranormal Activity: The Ghost Dimension,Par.,18300000.0,60600000,2015,paranormal activity: the ghost dimension,tt2473510,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,2015,88.0,"Horror,Mystery,Thriller",paranormal activity: the ghost dimension,4.6,22361
Crimson Peak,Uni.,31100000.0,43600000,2015,crimson peak,tt2554274,Crimson Peak,Crimson Peak,2015,119.0,"Drama,Fantasy,Horror",crimson peak,6.5,119287
The Transporter Refueled,EC,16000000.0,56600000,2015,the transporter refueled,tt2938956,The Transporter Refueled,The Transporter Refueled,2015,96.0,"Action,Adventure,Crime",the transporter refueled,5.2,36201
Run All Night,WB,26500000.0,45200000,2015,run all night,tt2199571,Run All Night,Run All Night,2015,114.0,"Action,Drama,Thriller",run all night,6.6,94131
War Room,TriS,67800000.0,,2015,war room,tt3832914,War Room,War Room,2015,120.0,Drama,war room,6.5,11716
The Age of Adaline,LGF,42600000.0,23000000,2015,the age of adaline,tt1655441,The Age of Adaline,The Age of Adaline,2015,112.0,"Drama,Fantasy,Romance",the age of adaline,7.2,138924
The Danish Girl,Focus,11100000.0,53100000,2015,the danish girl,tt0810819,The Danish Girl,The Danish Girl,2015,119.0,"Biography,Drama,Romance",the danish girl,7.1,146873
Unfriended,Uni.,32500000.0,31600000,2015,unfriended,tt3713166,Unfriended,Unfriended,2014,83.0,"Horror,Mystery,Thriller",unfriended,5.6,62043
The Longest Ride,Fox,37400000.0,25500000,2015,the longest ride,tt2726560,The Longest Ride,The Longest Ride,2015,123.0,"Drama,Romance",the longest ride,7.1,70327
Brooklyn,FoxS,38300000.0,23800000,2015,brooklyn,tt2381111,Brooklyn,Brooklyn,2015,117.0,"Drama,Romance",brooklyn,7.5,117021
Brooklyn,FoxS,38300000.0,23800000,2015,brooklyn,tt3184798,Brooklyn,Brooklyn,2014,83.0,"Drama,Music,Musical",brooklyn,6.4,51
Dragon Ball Z: Resurrection 'F',FUN,8000000.0,53800000,2015,dragon ball z: resurrection 'f',tt3819668,Dragon Ball Z: Resurrection 'F',Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F',2015,93.0,"Action,Adventure,Animation",dragon ball z: resurrection 'f',7.3,18286
Woman in Gold,Wein.,33299999.0,28300000,2015,woman in gold,tt2404425,Woman in Gold,Woman in Gold,2015,109.0,"Biography,Drama,History",woman in gold,7.3,48501
Krampus,Uni.,42700000.0,18800000,2015,krampus,tt3850590,Krampus,Krampus,2015,98.0,"Comedy,Fantasy,Horror",krampus,6.2,55400
The Walk,TriS,10100000.0,51000000,2015,the walk,tt2159988,The Walk,The Walk,2015,89.0,"Crime,Thriller",the walk,6.8,126
The Walk,TriS,10100000.0,51000000,2015,the walk,tt3488710,The Walk,The Walk,2015,123.0,"Adventure,Biography,Drama",the walk,7.3,109714
The Perfect Guy,SGem,57000000.0,3200000,2015,the perfect guy,tt3862750,The Perfect Guy,The Perfect Guy,2015,100.0,"Crime,Drama,Horror",the perfect guy,5.6,8998
No Escape,Wein.,27300000.0,27100000,2015,no escape,tt1781922,No Escape,No Escape,2015,103.0,"Action,Thriller",no escape,6.8,70222
Sinister 2,Focus,27700000.0,25100000,2015,sinister 2,tt2752772,Sinister 2,Sinister 2,2015,97.0,"Horror,Mystery,Thriller",sinister 2,5.3,41782
The Boy Next Door,Uni.,35400000.0,17000000,2015,the boy next door,tt3181822,The Boy Next Door,The Boy Next Door,2015,91.0,"Horror,Thriller",the boy next door,4.7,34816
The Night Before,Sony,43000000.0,9300000,2015,the night before,tt3530002,The Night Before,The Night Before,2015,101.0,"Adventure,Comedy,Fantasy",the night before,6.4,58455
The Night Before,Sony,43000000.0,9300000,2015,the night before,tt6006924,The Night Before,The Night Before,2017,81.0,Horror,the night before,4.7,150
Hot Pursuit,WB (NL),34600000.0,17100000,2015,hot pursuit,tt2967224,Hot Pursuit,Hot Pursuit,2015,87.0,"Action,Comedy,Crime",hot pursuit,5.1,44723
The Himalayas,CJ,697000.0,49800000,2015,the himalayas,tt4253360,The Himalayas,Himalaya,2015,124.0,"Adventure,Biography,Drama",the himalayas,6.4,779
Entourage,WB,32400000.0,16900000,2015,entourage,tt1674771,Entourage,Entourage,2015,104.0,Comedy,entourage,6.6,71519
The Woman in Black 2: Angel of Death,Rela.,26500000.0,22400000,2015,the woman in black 2: angel of death,tt2339741,The Woman in Black 2: Angel of Death,The Woman in Black 2: Angel of Death,2014,98.0,"Drama,Horror,Thriller",the woman in black 2: angel of death,4.9,24592
Mortdecai,LGF,7700000.0,39600000,2015,mortdecai,tt3045616,Mortdecai,Mortdecai,2015,107.0,"Action,Comedy,Crime",mortdecai,5.5,61366
"McFarland, USA",BV,44500000.0,1200000,2015,"mcfarland, usa",tt2097298,"McFarland, USA","McFarland, USA",2015,129.0,"Biography,Drama,Sport","mcfarland, usa",7.4,31735
Still Alice,SPC,18800000.0,25100000,2015,still alice,tt3316960,Still Alice,Still Alice,2014,101.0,Drama,still alice,7.5,116832
The DUFF,LGF,34000000.0,9500000,2015,the duff,tt1666801,The Duff,The Duff,2015,101.0,"Comedy,Romance",the duff,6.5,74486
Legend,Uni.,1900000.0,41100000,2015,legend,tt3555036,Legend,Legend,2014,168.0,"Action,Drama",legend,6.5,1568
Legend,Uni.,1900000.0,41100000,2015,legend,tt3569230,Legend,Legend,2015,132.0,"Biography,Crime,Drama",legend,7.0,138947
The Gallows,WB (NL),22800000.0,20200000,2015,the gallows,tt2309260,The Gallows,The Gallows,2015,81.0,"Horror,Mystery,Thriller",the gallows,4.2,17763
Love the Coopers,LGF,26300000.0,16100000,2015,love the coopers,tt2279339,Love the Coopers,Love the Coopers,2015,107.0,"Comedy,Fantasy,Romance",love the coopers,5.8,18018
The Lady in the Van,SPC,10000000.0,31400000,2015,the lady in the van,tt3722070,The Lady in the Van,The Lady in the Van,2015,104.0,"Biography,Comedy,Drama",the lady in the van,6.7,23105
